token,solar_id,glm_id,same_id,cosine
Ġtheir,5113,862,False,-0.009562472801165041
Ġoper,5114,1997,False,0.01992731271005536
Ġwhen,5115,979,False,0.00488573517373445
Ġwere,5116,1033,False,-0.0099568496270603
ĠFor,5117,1752,False,0.0020563557436013443
Ġdist,5122,1582,False,0.01796126724499874
Ġalso,5127,1083,False,-0.005425332766412493
begin,5128,7265,False,0.024408625118048744
ffect,5129,1705,False,-0.021362886363566265
ont,5131,544,False,0.009746913361278019
Ġcor,5132,1829,False,0.004206729406822756
ory,5133,679,False,-0.019597992521217144
Ġgener,5134,1766,False,-0.051796028189447466
Ġcur,5139,2847,False,-0.01638494688438646
ets,5142,1415,False,-0.010876387672253218
its,5145,1199,False,-0.0008551539648257803
Ġsol,5146,2048,False,-0.02200108310890573
Ġind,5148,1257,False,0.015240490995735453
les,5149,642,False,0.00020138556677720476
ĠWait,5150,13815,False,-0.04178783844372722
Ġstate,5151,1584,False,0.0010009000674820524
heck,5157,1227,False,-0.006006442617172957
Ġtime,5159,882,False,0.009044681784650893
Ġthese,5161,1493,False,-0.0013739331590373425
Ġdef,5162,707,False,-0.00026902073558092367
Ġmust,5164,1969,False,-0.016312025893659817
een,5165,14899,False,-0.011224075523198368
Ġexample,5166,3110,False,-0.0260013849675027
ays,5167,942,False,-0.01644340465517632
row,5170,651,False,-0.025315486736121103
ric,5171,2216,False,0.00091072118248655
the,5172,1782,False,-0.02070007793726104
Ġthan,5179,1091,False,0.008271140970262585
Ġunder,5182,1212,False,0.0006381049019026478
val,5186,831,False,0.0015686741558228086
Ġinto,5187,1119,False,0.0030222638725345167
Ġtrans,5192,1356,False,-0.051310877512538
cess,5193,1120,False,-0.0004052797357885862
equ,5194,25232,False,-0.0016131548754838947
etween,5195,10048,False,0.0025379491752393754
